128 0.038869 5275136 397824
128 0.028715 5275136 397824
139 0.038336 5275136 61952
139 0.038431 5275136 61952
150 0.039222 5275136 -126464
150 0.038411 5275136 -126464
161 0.028367 5275136 -126464
161 0.028508 5275136 -126464
172 0.039632 5275136 -126464
172 0.039639 5275136 -126464
183 0.028992 5275136 -126464
183 0.018359 5275136 -126464
194 0.039163 5275136 -126464
194 0.039366 5275136 -126464
205 0.050020 5275136 -126464
205 0.049001 5275136 -126464
216 0.039883 5275136 -126464
216 0.029953 5275136 -126464
227 0.040858 5275136 -126464
227 0.050898 5275136 -126464
238 0.040399 5275136 -126464
238 0.030720 5275136 -126464
249 0.051222 5275136 -126464
249 0.030625 5275136 -126464
260 0.047468 6323712 856576
260 0.047714 6323712 856576
271 0.057906 6323712 688640
271 0.068570 6323712 688640
282 0.048002 6323712 532992
282 0.047444 6323712 532992
293 0.047855 6323712 389632
293 0.058379 6323712 389632
304 0.073511 6323712 254464
304 0.067865 6323712 254464
315 0.068512 6323712 131584
315 0.059303 6323712 131584
326 0.058608 6323712 16896
326 0.058521 6323712 16896
337 0.047896 6323712 -93696
337 0.058656 6323712 -93696
348 0.058483 6323712 -126464
348 0.058325 6323712 -126464
359 0.048289 6323712 -126464
359 0.070029 6323712 -126464
370 0.078706 6323712 -126464
370 0.058276 6323712 -126464
381 0.060067 6323712 -126464
381 0.069794 6323712 -126464
392 0.058345 6323712 -126464
392 0.058378 6323712 -126464
403 0.075236 6323712 -126464
403 0.050052 6323712 -126464
414 0.070803 6323712 -126464
414 0.060345 6323712 -126464
425 0.042285 6323712 -126464
425 0.151500 6323712 -126464
436 0.059856 6323712 -126464
436 0.059758 6323712 -126464
447 0.074519 6323712 -126464
447 0.061033 6323712 -126464
458 0.131207 6323712 -126464
458 0.071065 6323712 -126464
469 0.061502 6323712 -126464
469 0.061637 6323712 -126464
480 0.060905 6323712 -126464
480 0.070663 6323712 -126464
491 0.052116 6323712 -126464
491 0.051772 6323712 -126464
502 0.072769 6323712 -126464
502 0.072333 6323712 -126464
513 0.097305 8420864 1962496
513 0.097689 8420864 1962496
524 0.094561 8420864 1876480
524 0.074713 8420864 1876480
535 0.096943 8420864 1790464
535 0.096576 8420864 1790464
546 0.097619 8420864 1708544
546 0.107581 8420864 1708544
557 0.108623 8420864 1630720
557 0.097615 8420864 1630720
568 0.085621 8420864 1552896
568 0.166774 8420864 1552896
579 0.088232 8420864 1483264
579 0.088271 8420864 1483264
590 0.098676 8420864 1413632
590 0.087893 8420864 1413632
601 0.111509 8420864 1344000
601 0.107844 8420864 1344000
612 0.096299 8420864 1278464
612 0.085528 8420864 1278464
623 0.098659 8420864 1217024
623 0.108674 8420864 1217024
634 0.097997 8420864 1155584
634 0.107895 8420864 1155584
645 0.098690 8420864 1098240
645 0.098812 8420864 1098240
656 0.096552 8420864 1040896
656 0.085704 8420864 1040896
667 0.099047 8420864 987648
667 0.087733 8420864 987648
678 0.109182 8420864 938496
678 0.109445 8420864 938496
689 0.089468 8420864 885248
689 0.109901 8420864 885248
700 0.126959 8420864 836096
700 0.137406 8420864 836096
711 0.099723 8420864 786944
711 0.110842 8420864 786944
722 0.099727 8420864 741888
722 0.120716 8420864 741888
733 0.099209 8420864 696832
733 0.099238 8420864 696832
744 0.097129 8420864 651776
744 0.106648 8420864 651776
755 0.110343 8420864 610816
755 0.089905 8420864 610816
766 0.101353 8420864 569856
766 0.099866 8420864 569856
777 0.101643 8420864 528896
777 0.111685 8420864 528896
788 0.086975 8420864 487936
788 0.109507 8420864 487936
799 0.102572 8420864 451072
