128 0.029230 8486920 -131080
128 0.040003 8486920 -131080
139 0.029572 8486920 -131080
139 0.029508 8486920 -131080
150 0.039690 8486920 -131080
150 0.039700 8486920 -131080
161 0.040114 8486920 -131080
161 0.039591 8486920 -131080
172 0.039618 8486920 -131080
172 0.059625 8486920 -131080
183 0.060089 8486920 -131080
183 0.059995 8486920 -131080
194 0.039814 8486920 -131080
194 0.039627 8486920 -131080
205 0.029413 8486920 -131080
205 0.050002 8486920 -131080
216 0.040203 8486920 -131080
216 0.039867 8486920 -131080
227 0.039856 8486920 -131080
227 0.044342 8486920 -131080
238 0.039713 8486920 -131080
238 0.039724 8486920 -131080
249 0.039960 8486920 -131080
249 0.039885 8486920 -131080
260 0.039801 8486920 -131080
260 0.043357 8486920 -131080
271 0.039779 8486920 -131080
271 0.050616 8486920 -131080
282 0.039730 8486920 -131080
282 0.039925 8486920 -131080
293 0.029736 8486920 -131080
293 0.039920 8486920 -131080
304 0.039582 8486920 -131080
304 0.054848 8486920 -131080
315 0.029073 8486920 -131080
315 0.029085 8486920 -131080
326 0.029018 8486920 -131080
326 0.039975 8486920 -131080
337 0.039695 8486920 -131080
337 0.039695 8486920 -131080
348 0.039765 8486920 -131080
348 0.039518 8486920 -131080
359 0.050340 8486920 -131080
359 0.039934 8486920 -131080
370 0.040239 8486920 -131080
370 0.050391 8486920 -131080
381 0.039827 8486920 -131080
381 0.039883 8486920 -131080
392 0.039943 8486920 -131080
392 0.039773 8486920 -131080
403 0.040082 8486920 -131080
403 0.128286 8486920 -131080
414 0.039819 8486920 -131080
414 0.039768 8486920 -131080
425 0.039839 8486920 -131080
425 0.039806 8486920 -131080
436 0.050504 8486920 -131080
436 0.099975 8486920 -131080
447 0.039974 8486920 -131080
447 0.041643 8486920 -131080
458 0.039610 8486920 -131080
458 0.030274 8486920 -131080
469 0.039572 8486920 -131080
469 0.039731 8486920 -131080
480 0.040281 8486920 -131080
480 0.040635 8486920 -131080
491 0.040432 8486920 -131080
491 0.040638 8486920 -131080
502 0.039732 8486920 -131080
502 0.039692 8486920 -131080
513 0.040260 8486920 -131080
513 0.050147 8486920 -131080
524 0.039637 8486920 -131080
524 0.039813 8486920 -131080
535 0.039841 8486920 -131080
535 0.029370 8486920 -131080
546 0.039638 8486920 -131080
546 0.039454 8486920 -131080
557 0.040321 8486920 -131080
557 0.040273 8486920 -131080
568 0.039636 8486920 -131080
568 0.039711 8486920 -131080
579 0.029715 8486920 -131080
579 0.039784 8486920 -131080
590 0.040708 8486920 -131080
590 0.039919 8486920 -131080
601 0.039833 8486920 -131080
601 0.040810 8486920 -131080
612 0.050348 8486920 -131080
612 0.050399 8486920 -131080
623 0.039780 8486920 -131080
623 0.050691 8486920 -131080
634 0.050583 8486920 -131080
634 0.040599 8486920 -131080
645 0.039866 8486920 -131080
645 0.039921 8486920 -131080
656 0.049627 8486920 -131080
656 0.039811 8486920 -131080
667 0.039904 8486920 -131080
667 0.039446 8486920 -131080
678 0.050049 8486920 -131080
678 0.029163 8486920 -131080
689 0.050029 8486920 -131080
689 0.039870 8486920 -131080
700 0.039699 8486920 -131080
700 0.039723 8486920 -131080
711 0.039694 8486920 -131080
711 0.029782 8486920 -131080
722 0.029397 8486920 -131080
722 0.039750 8486920 -131080
733 0.039824 8486920 -131080
733 0.039577 8486920 -131080
744 0.083701 8486920 -131080
744 0.040150 8486920 -131080
755 0.040673 8486920 -131080
755 0.039792 8486920 -131080
766 0.039901 8486920 -131080
766 0.099909 8486920 -131080
777 0.051378 8486920 -131080
777 0.039658 8486920 -131080
788 0.039705 8486920 -131080
788 0.039854 8486920 -131080
799 0.050658 8486920 -131080
799 0.039657 8486920 -131080
810 0.040806 8486920 -131080
810 0.039782 8486920 -131080
821 0.039677 8486920 -131080
821 0.050663 8486920 -131080
832 0.029792 8486920 -131080
832 0.050983 8486920 -131080
843 0.040381 8486920 -131080
843 0.039793 8486920 -131080
854 0.039959 8486920 -131080
854 0.039877 8486920 -131080
865 0.039769 8486920 -131080
865 0.039900 8486920 -131080
876 0.050558 8486920 -131080
876 0.039941 8486920 -131080
887 0.039564 8486920 -131080
887 0.040062 8486920 -131080
898 0.039628 8486920 -131080
898 0.039814 8486920 -131080
909 0.029247 8486920 -131080
909 0.039813 8486920 -131080
920 0.039623 8486920 -131080
920 0.039679 8486920 -131080
931 0.050995 8486920 -131080
931 0.039618 8486920 -131080
942 0.040070 8486920 -131080
942 0.039753 8486920 -131080
953 0.039489 8486920 -131080
953 0.040032 8486920 -131080
964 0.039765 8486920 -131080
964 0.040682 8486920 -131080
975 0.040381 8486920 -131080
975 0.039781 8486920 -131080
986 0.030184 8486920 -131080
986 0.050283 8486920 -131080
997 0.039823 8486920 -131080
997 0.029986 8486920 -131080
1008 0.040549 8486920 -131080
1008 0.040928 8486920 -131080
1019 0.029811 8486920 -131080
1019 0.039925 8486920 -131080
1030 0.050636 8486920 -131080
1030 0.039692 8486920 -131080
1041 0.039818 8486920 -131080
1041 0.040728 8486920 -131080
1052 0.039858 8486920 -131080
1052 0.039688 8486920 -131080
1063 0.039758 8486920 -131080
1063 0.039842 8486920 -131080
1074 0.030069 8486920 -131080
1074 0.039675 8486920 -131080
1085 0.039857 8486920 -131080
1085 0.039838 8486920 -131080
1096 0.039744 8486920 -131080
1096 0.050324 8486920 -131080
1107 0.029568 8486920 -131080
1107 0.050193 8486920 -131080
1118 0.039769 8486920 -131080
1118 0.039917 8486920 -131080
1129 0.029360 8486920 -131080
1129 0.039783 8486920 -131080
1140 0.039930 8486920 -131080
1140 0.039732 8486920 -131080
1151 0.039729 8486920 -131080
1151 0.039779 8486920 -131080
1162 0.049719 8486920 -131080
1162 0.039595 8486920 -131080
1173 0.050228 8486920 -131080
1173 0.039737 8486920 -131080
1184 0.044803 8486920 -131080
1184 0.039642 8486920 -131080
1195 0.039519 8486920 -131080
1195 0.049737 8486920 -131080
1206 0.050207 8486920 -131080
1206 0.039749 8486920 -131080
1217 0.029399 8486920 -131080
1217 0.050088 8486920 -131080
1228 0.040038 8486920 -131080
1228 0.039998 8486920 -131080
1239 0.069753 8486920 -131080
